,Id,MSSubClass,MSZoning,Neighborhood,HouseStyle,OverallQual,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,MasVnrType,Foundation,BsmtQual,BsmtFinType1,GrLivArea,TotRmsAbvGrd,Fireplaces,GarageType,GarageFinish,GarageCars,GarageArea,SalePrice,OverallCond_bin,FullBath_bin,ExterQual_bin,KitchenQual_bin
631,351,120,RL,NridgHt,1Story,9,2007,2007,MetalSd,MetalSd,BrkFace,PConc,Ex,Unf,1869,6,1,Attchd,RFn,2,617,318061,1,1,0,0
632,378,60,FV,Somerst,2Story,8,2004,2005,CemntBd,CmentBd,None,PConc,Gd,Unf,2466,8,1,Attchd,RFn,2,610,340000,1,0,0,0
633,574,80,RL,Gilbert,SLvl,7,2000,2000,VinylSd,VinylSd,None,PConc,Gd,Unf,1430,8,1,BuiltIn,RFn,2,400,170000,1,1,1,1
634,575,80,RL,NAmes,SLvl,5,1971,2005,MetalSd,AsphShn,BrkFace,CBlock,TA,ALQ,1109,5,0,BuiltIn,Unf,1,288,139000,0,0,1,1
635,602,50,RM,IDOTRR,1.5Fin,6,1937,1950,Wd Sdng,Wd Sdng,None,PConc,TA,Unf,1375,6,1,Detchd,Unf,1,544,141000,0,0,1,0
636,614,20,RL,Mitchel,1Story,5,2007,2007,VinylSd,VinylSd,None,PConc,Gd,ALQ,1120,6,0,Attchd,Unf,0,0,147000,1,0,1,1
637,650,180,RM,MeadowV,SFoyer,4,1970,1970,CemntBd,CmentBd,None,CBlock,Gd,BLQ,630,3,0,Attchd,Unf,0,0,84500,0,0,1,1
638,743,20,RL,SawyerW,1Story,7,2000,2001,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,1349,6,0,Attchd,Unf,2,539,179000,1,1,1,1
639,1240,20,RL,Timber,1Story,8,2006,2006,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1484,6,1,Attchd,RFn,2,472,265900,1,1,0,0
640,1331,20,RL,Somerst,1Story,8,2006,2006,VinylSd,VinylSd,Stone,PConc,Gd,Unf,1588,7,1,Attchd,RFn,3,825,227000,1,1,0,0
641,1376,20,RL,Timber,1Story,8,2007,2007,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,1571,7,1,Attchd,Fin,3,722,239000,1,1,0,0
642,1448,60,RL,CollgCr,2Story,8,1995,1996,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,2090,8,1,Attchd,RFn,2,556,240000,1,1,0,0
643,10,190,RL,BrkSide,1.5Unf,5,1939,1950,MetalSd,MetalSd,None,BrkTil,TA,GLQ,1077,5,2,Attchd,RFn,1,205,118000,0,0,1,1
644,33,20,RL,CollgCr,1Story,8,2007,2007,VinylSd,VinylSd,None,PConc,Ex,Unf,1234,7,0,Attchd,RFn,2,484,179900,1,1,0,0
645,60,20,RL,CollgCr,1Story,5,1972,1972,HdBoard,HdBoard,None,CBlock,TA,ALQ,780,4,0,Detchd,Unf,1,352,124900,0,0,1,1
646,78,50,RM,BrkSide,1.5Fin,5,1948,2001,Wd Sdng,Wd Sdng,None,CBlock,TA,BLQ,1285,6,0,Detchd,Unf,1,240,127000,1,0,1,1
647,152,20,RL,NridgHt,1Story,8,2007,2008,VinylSd,VinylSd,Stone,PConc,Ex,GLQ,1710,6,1,Attchd,RFn,3,866,372402,1,1,0,0
648,204,120,RM,CollgCr,1Story,6,2004,2004,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,848,3,1,Attchd,RFn,2,420,149000,1,0,0,0
649,536,190,RL,Edwards,2Story,5,1910,1991,MetalSd,MetalSd,None,CBlock,Gd,GLQ,1347,5,0,Attchd,Unf,0,0,107500,0,0,1,1
650,886,120,FV,Somerst,1Story,9,1999,2000,MetalSd,MetalSd,BrkFace,PConc,Ex,GLQ,1709,5,1,Attchd,Fin,2,506,328900,1,1,0,0
651,1164,90,RL,Sawyer,SFoyer,4,1969,1969,Plywood,Plywood,None,CBlock,Gd,GLQ,1258,6,0,CarPort,Unf,2,400,108959,0,0,1,1
652,1227,60,RL,Somerst,2Story,6,2007,2007,VinylSd,VinylSd,Stone,PConc,Gd,Unf,1933,9,1,BuiltIn,Fin,3,668,214000,1,1,0,0
653,1299,60,RL,Edwards,2Story,10,2008,2008,Stucco,Stucco,Stone,PConc,Ex,GLQ,5642,12,3,Attchd,Fin,2,1418,160000,1,1,0,0
654,1326,30,RM,IDOTRR,1Story,4,1922,1950,AsbShng,AsbShng,None,BrkTil,TA,Unf,796,5,0,Attchd,Unf,0,0,55000,0,0,1,1
655,1406,120,RM,Crawfor,1Story,8,2004,2005,CemntBd,CmentBd,Stone,PConc,Ex,GLQ,1646,5,1,Attchd,Fin,2,482,275000,1,1,0,0
656,1,60,RL,CollgCr,2Story,7,2003,2003,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1710,8,0,Attchd,RFn,2,548,208500,1,1,0,0
657,11,20,RL,Sawyer,1Story,5,1965,1965,HdBoard,HdBoard,None,CBlock,TA,Rec,1040,5,0,Detchd,Unf,1,384,129500,1,0,1,1
658,202,20,RL,Mitchel,1Story,6,1977,1977,Plywood,Plywood,None,CBlock,TA,ALQ,1279,6,2,Detchd,Unf,2,473,171500,0,1,1,1
659,269,30,RM,IDOTRR,1Story,5,1940,1955,VinylSd,VinylSd,None,CBlock,TA,ALQ,778,4,1,Detchd,Fin,1,924,120500,0,0,1,1
660,423,20,RL,Mitchel,1Story,5,1954,1954,HdBoard,HdBoard,None,CBlock,TA,Unf,988,4,0,Attchd,RFn,2,520,113000,1,0,1,1
661,502,60,FV,Somerst,2Story,7,2005,2005,VinylSd,VinylSd,None,PConc,Gd,GLQ,1768,7,0,Attchd,RFn,2,603,226700,1,1,0,0
662,579,160,FV,Somerst,2Story,7,2007,2007,VinylSd,VinylSd,None,PConc,Gd,Unf,1392,5,0,Detchd,Unf,2,540,146000,1,1,0,0
663,658,70,RL,Crawfor,2Story,7,1931,2000,Stucco,Wd Shng,None,BrkTil,Gd,Unf,1502,6,1,Attchd,RFn,1,270,149000,0,0,1,1
664,1048,20,RL,CollgCr,1Story,5,1994,1995,VinylSd,VinylSd,None,PConc,Gd,GLQ,990,5,0,Detchd,Unf,2,672,145000,1,0,1,1
665,1225,60,RL,Gilbert,2Story,7,2004,2005,VinylSd,VinylSd,None,PConc,Gd,GLQ,1490,8,1,Attchd,Fin,2,388,184000,1,1,0,0
666,124,120,RL,SawyerW,1Story,6,1993,1993,Plywood,Plywood,None,PConc,Gd,GLQ,1199,5,0,Attchd,RFn,2,530,153900,1,1,0,0
667,154,20,RL,ClearCr,1Story,6,1960,1975,BrkFace,Plywood,None,CBlock,Gd,BLQ,1252,4,1,Attchd,RFn,2,564,235000,0,0,1,1
668,162,60,RL,NridgHt,2Story,9,2003,2004,VinylSd,VinylSd,BrkFace,PConc,Ex,GLQ,2668,10,2,BuiltIn,Fin,3,726,412500,1,1,0,0
669,280,60,RL,ClearCr,2Story,7,1977,1977,Plywood,Plywood,BrkFace,CBlock,Gd,BLQ,2022,8,1,Attchd,Fin,2,505,192000,1,1,1,1
670,292,190,RL,SWISU,2Story,5,1912,2000,VinylSd,VinylSd,None,PConc,TA,Rec,1716,9,0,Attchd,Unf,0,0,135900,0,1,1,1
671,308,50,RM,IDOTRR,1.5Fin,6,1920,1950,MetalSd,MetalSd,None,CBlock,TA,Unf,1406,6,0,Attchd,Unf,0,0,89500,0,0,1,1
672,353,50,RL,Edwards,1.5Fin,5,1941,1950,VinylSd,VinylSd,None,CBlock,TA,LwQ,1111,5,0,Detchd,Unf,1,200,95000,0,0,1,1
673,407,50,RL,SWISU,1.5Fin,6,1936,1950,MetalSd,MetalSd,None,BrkTil,TA,Unf,1639,6,0,Detchd,Unf,1,240,115000,1,0,1,1
674,408,70,RL,Crawfor,2Story,6,1915,1976,Wd Sdng,Plywood,None,BrkTil,Gd,Unf,1680,8,0,Attchd,Unf,1,308,177000,0,1,1,1
675,458,20,RL,ClearCr,1Story,4,1954,1994,Plywood,Plywood,None,CBlock,Gd,BLQ,1663,6,2,Attchd,Fin,2,529,256000,0,0,1,0
676,841,70,RH,SWISU,2Story,6,1925,1950,Wd Sdng,Wd Sdng,None,BrkTil,TA,BLQ,1482,7,0,Detchd,Unf,1,400,140000,0,1,1,1
677,926,20,RL,NWAmes,1Story,5,1977,1977,VinylSd,VinylSd,None,PConc,Gd,ALQ,1126,6,0,Attchd,RFn,2,540,175000,0,1,1,0
678,983,20,RL,Blmngtn,1Story,7,2007,2007,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,1266,6,1,Attchd,Fin,2,388,159895,1,1,0,0
679,1092,160,FV,Somerst,2Story,7,1999,2000,MetalSd,MetalSd,BrkFace,PConc,Gd,BLQ,1252,4,0,Detchd,Unf,2,462,160000,1,1,0,0
680,1173,160,FV,Somerst,2Story,7,2006,2007,MetalSd,MetalSd,None,PConc,Gd,Unf,1250,5,0,Detchd,Fin,2,625,171900,1,1,0,0
681,1279,60,RL,CollgCr,2Story,8,2002,2002,VinylSd,VinylSd,None,PConc,Gd,GLQ,2031,7,1,Attchd,RFn,2,577,237000,1,1,0,0
682,1352,60,RL,NAmes,2Story,6,1962,1962,HdBoard,HdBoard,BrkFace,CBlock,TA,Rec,1716,8,1,Attchd,Fin,2,490,171000,0,0,1,1
683,1423,120,RM,CollgCr,1Story,6,2003,2003,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,848,3,0,Attchd,Fin,2,420,136500,1,0,0,0
684,9,50,RM,OldTown,1.5Fin,7,1931,1950,BrkFace,Wd Shng,None,BrkTil,TA,Unf,1774,8,2,Detchd,Unf,2,468,129900,1,1,1,1
685,77,20,RL,NAmes,1Story,4,1956,1956,VinylSd,VinylSd,None,CBlock,TA,ALQ,952,4,0,Detchd,Unf,1,283,135750,0,0,1,1
686,108,20,RM,OldTown,1Story,5,1948,1950,VinylSd,VinylSd,None,CBlock,TA,ALQ,789,5,0,Detchd,Unf,1,250,115000,1,0,1,1
687,149,20,RL,SawyerW,1Story,7,2004,2005,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1080,6,0,Attchd,Unf,0,0,141000,1,0,1,0
688,156,50,RL,Edwards,1.5Fin,6,1924,1950,Wd Sdng,Wd Sdng,None,BrkTil,TA,Unf,1096,5,0,Attchd,Unf,0,0,79000,1,0,1,1
689,208,20,RL,NAmes,1Story,4,1960,1960,Wd Sdng,Wd Sdng,None,PConc,TA,ALQ,1100,6,1,Attchd,RFn,1,312,141000,1,0,1,1
690,211,30,RL,Edwards,1Story,5,1925,1950,Stucco,Stucco,None,CBlock,TA,Rec,864,5,0,Attchd,Unf,0,0,98000,0,0,1,1
691,217,20,RL,CollgCr,1Story,7,2004,2004,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1436,8,0,Attchd,Unf,2,484,210000,1,1,0,0
692,272,20,RL,ClearCr,1Story,7,1954,2005,Plywood,Plywood,None,CBlock,Gd,LwQ,1363,5,2,Attchd,Unf,2,439,241500,0,0,1,1
693,391,50,RL,Edwards,1.5Fin,5,1900,1950,MetalSd,MetalSd,None,BrkTil,TA,Rec,1367,7,0,Detchd,Unf,1,384,119000,0,0,1,1
694,410,60,FV,Somerst,2Story,8,2007,2008,VinylSd,VinylSd,Stone,PConc,Ex,GLQ,2078,8,1,Attchd,Fin,3,836,339750,1,1,0,0
695,477,20,RL,CollgCr,1Story,6,1997,1998,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1493,7,1,Attchd,Fin,2,508,208900,1,1,1,0
696,538,20,RL,NAmes,1Story,4,1972,1972,MetalSd,MetalSd,None,CBlock,TA,BLQ,864,5,0,Detchd,Unf,2,576,111250,1,0,1,1
697,595,20,RL,CollgCr,1Story,5,1975,1975,HdBoard,HdBoard,None,CBlock,Gd,Unf,924,5,0,Detchd,Unf,1,280,110000,0,0,1,1
698,641,120,RL,NridgHt,1Story,8,2003,2004,MetalSd,MetalSd,BrkFace,PConc,Ex,GLQ,1518,6,1,Attchd,RFn,2,588,274000,1,0,0,0
699,664,85,RL,Edwards,SFoyer,4,1972,1972,Plywood,Plywood,None,CBlock,Gd,BLQ,1181,6,0,Detchd,RFn,2,588,137500,1,1,1,1
700,798,20,RL,NAmes,1Story,5,1953,1953,VinylSd,VinylSd,None,CBlock,TA,BLQ,773,4,0,Attchd,Unf,1,240,110000,1,0,1,1
701,888,50,RL,Edwards,1.5Fin,5,1955,1955,MetalSd,MetalSd,None,PConc,TA,Unf,1393,8,0,Attchd,Unf,1,300,135500,0,0,1,1
702,928,60,RL,NWAmes,2Story,7,1968,1968,MetalSd,MetalSd,BrkFace,CBlock,TA,BLQ,1978,9,1,Attchd,RFn,2,486,176000,1,1,1,1
703,1028,20,RL,Timber,1Story,8,2007,2008,VinylSd,VinylSd,Stone,PConc,Gd,GLQ,1646,7,1,Attchd,RFn,3,800,293077,1,1,0,0
704,1137,50,RL,NAmes,1.5Fin,6,1950,1950,VinylSd,VinylSd,None,CBlock,TA,BLQ,1252,6,0,Attchd,Unf,1,288,119000,1,0,1,1
705,1249,75,RM,OldTown,2.5Unf,6,1917,1950,AsbShng,AsbShng,None,BrkTil,Gd,Rec,2058,8,1,Detchd,Unf,2,396,129500,1,0,1,1
706,1377,30,RL,SWISU,1Story,6,1930,1950,Wd Sdng,Wd Sdng,None,BrkTil,Gd,Rec,790,4,0,Detchd,Unf,1,160,91000,1,0,1,1
707,1394,190,RM,OldTown,1.5Fin,6,1905,2000,Wd Sdng,Wd Sdng,None,BrkTil,Fa,Unf,1912,7,1,Detchd,Unf,2,672,163000,0,1,1,1
708,1402,60,RL,Gilbert,2Story,6,2004,2004,VinylSd,VinylSd,None,PConc,TA,GLQ,1593,8,1,Attchd,Fin,2,398,193000,1,1,1,1
709,1428,50,RL,NAmes,1.5Fin,5,1945,1950,MetalSd,MetalSd,None,CBlock,TA,BLQ,1558,6,1,Attchd,Unf,1,288,140000,0,0,1,1
710,15,20,RL,NAmes,1Story,6,1960,1960,MetalSd,MetalSd,BrkFace,CBlock,TA,BLQ,1253,5,1,Attchd,RFn,1,352,157000,1,0,1,1
711,30,30,RM,BrkSide,1Story,4,1927,1950,MetalSd,MetalSd,None,BrkTil,TA,Unf,520,4,0,Detchd,Unf,1,240,68500,0,0,1,1
712,136,20,RL,NWAmes,1Story,7,1970,1970,Plywood,Plywood,BrkFace,PConc,TA,Unf,1682,7,1,Attchd,Unf,2,530,174000,0,1,1,1
713,195,20,RL,CollgCr,1Story,5,1972,1972,HdBoard,HdBoard,None,CBlock,TA,ALQ,864,5,0,Detchd,Unf,1,352,127000,0,0,1,1
714,219,50,RL,Crawfor,1.5Fin,7,1939,2006,VinylSd,VinylSd,BrkFace,CBlock,TA,BLQ,1954,8,2,Attchd,Unf,2,431,311500,0,0,0,0
715,257,60,FV,Somerst,2Story,6,2003,2003,VinylSd,VinylSd,None,PConc,Gd,Rec,1728,7,0,Attchd,RFn,2,673,207500,1,1,0,0
716,259,60,RL,CollgCr,2Story,7,2001,2001,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1792,7,1,Attchd,RFn,2,564,231500,1,1,0,0
717,305,75,RM,OldTown,2.5Fin,7,1880,2002,CemntBd,CmentBd,None,BrkTil,TA,Unf,3493,10,1,Attchd,Unf,3,870,295000,0,0,1,0
718,327,120,RL,Veenker,1Story,8,1993,1993,BrkFace,BrkFace,None,PConc,Gd,GLQ,1719,6,2,Attchd,Fin,2,473,324000,1,0,0,0
719,425,20,RL,NAmes,1Story,6,1956,1956,Wd Sdng,Wd Sdng,BrkFace,CBlock,Gd,LwQ,1196,6,1,Attchd,RFn,1,297,139000,1,0,1,1
720,457,70,RM,OldTown,2Story,5,1916,1950,AsbShng,AsbShng,None,BrkTil,TA,Unf,1344,7,0,Detchd,Unf,3,513,98000,1,0,1,1
721,587,30,RL,BrkSide,1Story,6,1918,2000,Stucco,Wd Shng,None,BrkTil,TA,Rec,838,5,0,Detchd,Fin,1,275,130000,0,0,1,1
722,639,30,RL,Edwards,1Story,5,1910,1950,MetalSd,Wd Sdng,None,CBlock,Fa,Unf,796,4,0,Attchd,Unf,0,0,85000,0,0,1,1
723,651,60,FV,Somerst,2Story,7,2007,2007,CemntBd,CmentBd,None,PConc,Gd,Unf,1665,7,0,Attchd,RFn,2,562,205950,0,1,0,0
724,691,120,RM,CollgCr,1Story,6,2004,2004,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,848,3,1,Attchd,RFn,2,420,141000,1,0,0,0
725,724,50,RL,Edwards,1.5Fin,4,1954,1972,MetalSd,MetalSd,None,PConc,TA,Unf,1470,7,0,Detchd,Unf,1,548,135000,0,1,1,1
726,742,20,RL,Sawyer,1Story,6,1961,1996,HdBoard,HdBoard,None,CBlock,TA,GLQ,912,5,0,Detchd,Unf,1,288,142000,0,0,1,0
727,801,60,RL,ClearCr,2Story,6,1997,1997,VinylSd,VinylSd,None,PConc,Gd,GLQ,1688,8,0,Attchd,RFn,2,603,200000,1,1,1,0
728,827,45,RM,BrkSide,1.5Unf,5,1924,1950,MetalSd,MetalSd,None,BrkTil,TA,ALQ,784,5,0,Attchd,Unf,0,0,109500,0,0,1,0
729,840,50,RL,Edwards,1.5Fin,5,1946,1995,MetalSd,MetalSd,None,CBlock,TA,BLQ,1200,6,0,Detchd,Unf,1,240,130500,0,0,1,1
730,843,80,RL,NAmes,SLvl,6,1966,1966,HdBoard,HdBoard,BrkFace,CBlock,TA,Rec,1165,6,0,Attchd,RFn,2,490,174900,0,0,1,1
731,865,20,FV,Somerst,1Story,7,2007,2008,VinylSd,VinylSd,None,PConc,Ex,Unf,1372,6,0,Attchd,Fin,2,529,250580,1,1,0,0
732,920,20,RL,NAmes,1Story,6,1958,2002,MetalSd,MetalSd,None,CBlock,Gd,ALQ,1414,6,1,Attchd,Unf,2,601,176500,0,0,0,1
733,984,60,RL,CollgCr,2Story,8,2002,2002,CemntBd,CmentBd,None,PConc,Gd,Unf,2290,9,1,Attchd,Unf,2,779,255900,1,1,0,0
734,1024,120,RL,Blmngtn,1Story,7,2005,2006,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1504,7,1,Attchd,Fin,2,437,191000,1,1,0,0
735,1025,20,RL,Timber,1Story,8,1976,1976,Stone,HdBoard,None,CBlock,Gd,ALQ,2898,10,1,Attchd,Fin,2,665,287000,0,1,0,0
736,1044,60,RL,SawyerW,2Story,7,1990,1990,HdBoard,HdBoard,BrkFace,PConc,Gd,GLQ,2329,10,1,Attchd,Unf,2,514,262280,1,1,1,0
737,1056,20,RL,NWAmes,1Story,6,1976,1976,Plywood,Plywood,BrkFace,CBlock,Gd,ALQ,1523,7,1,Attchd,Fin,2,478,180000,1,1,1,1
738,1118,20,RL,Sawyer,1Story,5,1967,2003,VinylSd,VinylSd,None,CBlock,TA,BLQ,894,5,0,Attchd,RFn,2,450,130000,0,0,1,0
739,1155,60,RL,NAmes,2Story,7,1965,1988,VinylSd,VinylSd,Stone,CBlock,TA,ALQ,1820,8,2,Attchd,Unf,2,492,201800,0,0,1,0
740,1269,50,RL,Crawfor,1.5Fin,8,1935,1997,Stucco,Stucco,BrkFace,CBlock,TA,Rec,3447,11,2,BuiltIn,Unf,3,1014,381000,0,0,1,0
741,1274,80,RL,Edwards,SLvl,6,1959,2006,Plywood,Plywood,BrkFace,CBlock,TA,ALQ,1357,5,1,Basment,RFn,1,312,177000,0,0,1,0
742,1309,20,RM,OldTown,1Story,5,1948,2005,MetalSd,MetalSd,None,CBlock,TA,GLQ,1122,6,0,Attchd,Unf,2,528,147000,0,0,1,0
743,1361,70,RL,SWISU,2Story,5,1921,1998,MetalSd,Wd Sdng,None,BrkTil,TA,Unf,2601,8,0,BuiltIn,RFn,2,621,189000,0,0,1,1
744,1380,80,RL,Timber,SLvl,5,2006,2007,VinylSd,VinylSd,None,PConc,Gd,Unf,1394,7,0,BuiltIn,Fin,2,400,167500,1,1,1,0
745,1382,20,RL,NAmes,1Story,6,1970,1970,BrkFace,Plywood,None,CBlock,TA,BLQ,2117,7,2,Attchd,Fin,2,550,237500,0,1,1,1
746,1434,60,RL,Gilbert,2Story,6,2000,2000,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,1792,8,1,Attchd,Fin,2,451,186500,1,1,1,1
747,1442,120,RM,CollgCr,1Story,6,2004,2004,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,848,3,1,Attchd,RFn,2,420,149300,1,0,0,0
748,19,20,RL,SawyerW,1Story,5,2004,2004,VinylSd,VinylSd,None,PConc,TA,GLQ,1114,6,0,Detchd,Unf,2,576,159000,1,0,1,0
749,32,20,RL,Sawyer,1Story,5,1966,2006,HdBoard,HdBoard,None,CBlock,TA,Unf,1228,6,0,Attchd,Unf,1,271,149350,0,0,1,0
750,40,90,RL,Edwards,1Story,4,1955,1955,AsbShng,Plywood,None,PConc,TA,Unf,1152,6,0,Attchd,Unf,0,0,82000,1,1,1,1
751,123,20,RL,NAmes,1Story,6,1958,1958,MetalSd,MetalSd,BrkFace,CBlock,TA,BLQ,1080,5,0,Attchd,Unf,1,288,136000,0,0,1,1
752,161,20,RL,Veenker,1Story,6,1984,1984,Plywood,Plywood,None,PConc,Gd,BLQ,1232,6,0,Attchd,Unf,2,516,162500,0,1,1,1
753,174,20,RL,NAmes,1Story,6,1961,1961,WdShing,Wd Shng,BrkCmn,CBlock,TA,ALQ,1362,6,1,Attchd,Unf,2,504,163000,1,0,1,1
754,184,50,RM,OldTown,1.5Fin,7,2003,2003,VinylSd,VinylSd,None,PConc,Gd,Unf,2082,6,0,Detchd,Unf,2,484,200000,1,1,1,0
755,265,30,RM,OldTown,1Story,5,1925,2004,Wd Sdng,Wd Sdng,None,BrkTil,Fa,Unf,764,4,0,Detchd,Unf,2,504,73000,1,0,1,1
756,266,20,RL,NWAmes,1Story,6,1981,1981,MetalSd,MetalSd,BrkFace,CBlock,Gd,GLQ,1422,7,1,Attchd,Fin,2,576,175500,0,1,1,0
757,424,60,RL,NoRidge,2Story,8,1998,1998,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,2630,8,1,Attchd,Fin,3,696,315000,1,1,0,0
758,435,180,RM,MeadowV,SFoyer,4,1972,1972,CemntBd,CmentBd,None,CBlock,Gd,ALQ,630,3,0,Attchd,Unf,0,0,81000,0,0,1,1
759,443,50,RM,BrkSide,1.5Fin,5,1930,1992,MetalSd,MetalSd,None,PConc,TA,Unf,1573,8,1,Detchd,Unf,2,360,162900,0,1,1,1
760,459,70,RM,OldTown,2Story,8,1925,1996,Stucco,Wd Shng,None,PConc,TA,Unf,1666,7,1,Detchd,Unf,1,228,161000,0,0,1,0
761,470,60,RL,SawyerW,2Story,6,1993,1993,HdBoard,HdBoard,BrkFace,PConc,Gd,GLQ,1710,7,0,Attchd,RFn,2,506,187000,1,1,0,0
762,473,180,RM,Edwards,SLvl,6,2005,2005,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,1072,5,0,Basment,RFn,2,525,148000,1,0,1,1
763,491,160,RM,MeadowV,2Story,5,1976,1976,CemntBd,CmentBd,None,PConc,Gd,Unf,1304,4,1,BuiltIn,Fin,1,336,115000,0,0,1,1
764,494,20,RL,NAmes,1Story,5,1960,1960,BrkFace,Wd Sdng,None,CBlock,TA,BLQ,1269,6,1,Detchd,Unf,1,308,155000,0,0,1,1
765,498,50,RL,BrkSide,1.5Fin,7,1925,1950,Wd Sdng,Wd Sdng,None,PConc,TA,Rec,1820,8,0,Detchd,Unf,1,240,184000,0,1,1,1
766,532,70,RM,BrkSide,2Story,6,1920,1999,Wd Sdng,Wd Sdng,None,BrkTil,Fa,Unf,1362,6,0,Detchd,Fin,2,502,128000,0,1,1,1
767,549,20,RM,OldTown,1Story,5,1955,1995,MetalSd,MetalSd,None,CBlock,TA,LwQ,825,4,0,Detchd,RFn,2,720,125000,0,0,1,1
768,552,20,RM,OldTown,1Story,5,1957,1957,BrkFace,BrkFace,None,CBlock,TA,Rec,928,5,0,Attchd,Fin,1,288,112500,0,0,1,1
769,567,60,RL,StoneBr,2Story,9,2005,2007,VinylSd,VinylSd,BrkFace,PConc,Gd,Unf,2504,11,1,BuiltIn,Fin,3,656,325000,1,1,0,0
770,593,20,RL,Mitchel,1Story,5,1982,2003,HdBoard,HdBoard,None,PConc,TA,GLQ,816,4,0,Detchd,Fin,2,816,138000,0,0,1,1
771,618,45,RL,NAmes,1.5Unf,6,1954,1954,MetalSd,MetalSd,None,CBlock,TA,Unf,832,4,0,Detchd,Unf,2,528,105500,0,0,1,0
772,622,60,RL,NWAmes,2Story,6,1974,1997,HdBoard,HdBoard,None,CBlock,TA,ALQ,2614,9,1,Attchd,RFn,2,624,240000,0,1,1,1
773,630,80,RL,NAmes,SLvl,6,1964,1964,Plywood,Wd Sdng,BrkFace,CBlock,TA,GLQ,1350,6,0,Attchd,RFn,2,520,168500,1,0,1,1
774,648,20,RL,Edwards,1Story,6,1953,1953,Wd Sdng,Wd Sdng,Stone,CBlock,TA,Rec,1094,5,2,Attchd,RFn,2,495,155000,1,0,1,1
775,654,50,RM,IDOTRR,1.5Fin,6,1906,1995,MetalSd,MetalSd,None,CBlock,TA,Unf,1469,7,0,Detchd,Unf,1,216,135000,0,0,1,1
776,785,75,RM,OldTown,2.5Unf,6,1914,2001,Wd Sdng,Wd Shng,None,CBlock,TA,Unf,1484,9,1,Attchd,Unf,0,0,128000,0,1,1,1
777,812,120,RM,CollgCr,1Story,6,2004,2004,VinylSd,VinylSd,BrkFace,PConc,Gd,GLQ,848,4,1,Attchd,Fin,2,420,144500,1,0,0,0
778,821,60,RL,CollgCr,2Story,7,2003,2003,VinylSd,VinylSd,None,PConc,Gd,Unf,1640,6,0,Attchd,RFn,2,595,183000,1,1,0,0
779,826,20,RL,NridgHt,1Story,10,2007,2008,CemntBd,CmentBd,BrkFace,PConc,Ex,GLQ,2084,7,1,Attchd,Fin,3,1220,385000,1,1,0,0
780,831,20,RL,NAmes,1Story,6,1957,1957,HdBoard,HdBoard,BrkFace,CBlock,TA,Rec,1392,6,2,Attchd,RFn,2,458,166000,1,0,1,1
781,839,20,RL,CollgCr,1Story,5,1995,2006,VinylSd,VinylSd,None,PConc,Gd,Unf,1099,6,0,Attchd,Unf,1,352,144000,0,0,1,0
782,842,70,RM,OldTown,2Story,5,1904,2002,MetalSd,MetalSd,None,PConc,TA,Unf,1539,8,1,Detchd,Unf,2,686,157500,0,1,1,0
783,845,50,RM,OldTown,1.5Fin,5,1915,1950,Wd Sdng,Wd Sdng,None,BrkTil,TA,Unf,1416,7,1,Detchd,Unf,3,720,153900,0,0,1,1
784,894,20,RL,Sawyer,1Story,5,1954,1954,Wd Sdng,Plywood,None,PConc,Gd,BLQ,1383,6,1,Attchd,Unf,1,354,165000,1,0,1,1
785,1021,20,RL,Edwards,1Story,4,2005,2005,VinylSd,VinylSd,None,PConc,Gd,GLQ,1132,5,0,Attchd,Fin,2,451,176000,1,0,1,0
786,1068,60,RL,NAmes,2Story,6,1964,1964,HdBoard,HdBoard,BrkFace,CBlock,TA,GLQ,1611,7,0,Attchd,RFn,2,442,167900,0,0,1,1
787,1093,50,RL,SWISU,1.5Fin,6,1925,1950,MetalSd,MetalSd,None,PConc,TA,Rec,1694,7,1,Detchd,Unf,2,576,136500,1,1,1,1
788,1111,60,RL,Gilbert,2Story,6,1995,1996,HdBoard,HdBoard,None,PConc,Gd,GLQ,1658,8,1,Attchd,Fin,2,431,188000,1,1,1,1
789,1141,20,RL,NAmes,1Story,5,1951,1951,HdBoard,HdBoard,None,CBlock,TA,ALQ,952,4,0,Detchd,Unf,2,840,139000,0,0,1,1
